,County,Total,"    Less than $10,000","    $10,000 to $14,999","    $15,000 to $24,999","    $25,000 to $34,999","    $35,000 to $49,999","    $50,000 to $74,999","    $75,000 to $99,999","    $100,000 to $149,999","    $150,000 to $199,999","    $200,000 or more",Median income (dollars),Mean income (dollars),    Household income in the past 12 months,    Family income in the past 12 months,    Nonfamily income in the past 12 months,Fiscal Year,Region,Type of Allegation,Allegation Count
2690,Lubbock,"127,879",7.7%,5.2%,9.1%,9.0%,12.3%,15.4%,13.9%,13.6%,5.5%,8.3%,"59,161","85,996",46.9%,(X),(X),2015.0,1-Lubbock,Neglectful Supervision,3041.0
2691,Lubbock,"127,879",7.7%,5.2%,9.1%,9.0%,12.3%,15.4%,13.9%,13.6%,5.5%,8.3%,"59,161","85,996",46.9%,(X),(X),2015.0,1-Lubbock,Physical Abuse,1184.0
2692,Lubbock,"127,879",7.7%,5.2%,9.1%,9.0%,12.3%,15.4%,13.9%,13.6%,5.5%,8.3%,"59,161","85,996",46.9%,(X),(X),2015.0,1-Lubbock,Physical Neglect,675.0
2693,Lubbock,"127,879",7.7%,5.2%,9.1%,9.0%,12.3%,15.4%,13.9%,13.6%,5.5%,8.3%,"59,161","85,996",46.9%,(X),(X),2015.0,1-Lubbock,Refusal To Accept Parental Responsibility,19.0
2694,Lubbock,"127,879",7.7%,5.2%,9.1%,9.0%,12.3%,15.4%,13.9%,13.6%,5.5%,8.3%,"59,161","85,996",46.9%,(X),(X),2015.0,1-Lubbock,Sexual Abuse,706.0
2695,Lubbock,"127,879",7.7%,5.2%,9.1%,9.0%,12.3%,15.4%,13.9%,13.6%,5.5%,8.3%,"59,161","85,996",46.9%,(X),(X),2014.0,1-Lubbock,Abandonment,5.0
2696,Lubbock,"127,879",7.7%,5.2%,9.1%,9.0%,12.3%,15.4%,13.9%,13.6%,5.5%,8.3%,"59,161","85,996",46.9%,(X),(X),2014.0,1-Lubbock,Emotional Abuse,86.0
2697,Lubbock,"127,879",7.7%,5.2%,9.1%,9.0%,12.3%,15.4%,13.9%,13.6%,5.5%,8.3%,"59,161","85,996",46.9%,(X),(X),2014.0,1-Lubbock,Medical Neglect,185.0
2698,Lubbock,"127,879",7.7%,5.2%,9.1%,9.0%,12.3%,15.4%,13.9%,13.6%,5.5%,8.3%,"59,161","85,996",46.9%,(X),(X),2014.0,1-Lubbock,Neglectful Supervision,2773.0
2699,Lubbock,"127,879",7.7%,5.2%,9.1%,9.0%,12.3%,15.4%,13.9%,13.6%,5.5%,8.3%,"59,161","85,996",46.9%,(X),(X),2014.0,1-Lubbock,Physical Abuse,1083.0
2700,Lubbock,"127,879",7.7%,5.2%,9.1%,9.0%,12.3%,15.4%,13.9%,13.6%,5.5%,8.3%,"59,161","85,996",46.9%,(X),(X),2014.0,1-Lubbock,Physical Neglect,580.0
2701,Lubbock,"127,879",7.7%,5.2%,9.1%,9.0%,12.3%,15.4%,13.9%,13.6%,5.5%,8.3%,"59,161","85,996",46.9%,(X),(X),2014.0,1-Lubbock,Refusal To Accept Parental Responsibility,22.0
2702,Lubbock,"127,879",7.7%,5.2%,9.1%,9.0%,12.3%,15.4%,13.9%,13.6%,5.5%,8.3%,"59,161","85,996",46.9%,(X),(X),2014.0,1-Lubbock,Sexual Abuse,601.0
2703,Lubbock,"127,879",7.7%,5.2%,9.1%,9.0%,12.3%,15.4%,13.9%,13.6%,5.5%,8.3%,"59,161","85,996",46.9%,(X),(X),2013.0,1-Lubbock,Abandonment,3.0
2704,Lubbock,"127,879",7.7%,5.2%,9.1%,9.0%,12.3%,15.4%,13.9%,13.6%,5.5%,8.3%,"59,161","85,996",46.9%,(X),(X),2013.0,1-Lubbock,Emotional Abuse,86.0
2705,Lubbock,"127,879",7.7%,5.2%,9.1%,9.0%,12.3%,15.4%,13.9%,13.6%,5.5%,8.3%,"59,161","85,996",46.9%,(X),(X),2013.0,1-Lubbock,Medical Neglect,209.0
2706,Lubbock,"127,879",7.7%,5.2%,9.1%,9.0%,12.3%,15.4%,13.9%,13.6%,5.5%,8.3%,"59,161","85,996",46.9%,(X),(X),2013.0,1-Lubbock,Neglectful Supervision,3042.0
2707,Lubbock,"127,879",7.7%,5.2%,9.1%,9.0%,12.3%,15.4%,13.9%,13.6%,5.5%,8.3%,"59,161","85,996",46.9%,(X),(X),2013.0,1-Lubbock,Physical Abuse,1158.0
2708,Lubbock,"127,879",7.7%,5.2%,9.1%,9.0%,12.3%,15.4%,13.9%,13.6%,5.5%,8.3%,"59,161","85,996",46.9%,(X),(X),2013.0,1-Lubbock,Physical Neglect,662.0
2709,Lubbock,"127,879",7.7%,5.2%,9.1%,9.0%,12.3%,15.4%,13.9%,13.6%,5.5%,8.3%,"59,161","85,996",46.9%,(X),(X),2013.0,1-Lubbock,Refusal To Accept Parental Responsibility,26.0
2710,Lubbock,"127,879",7.7%,5.2%,9.1%,9.0%,12.3%,15.4%,13.9%,13.6%,5.5%,8.3%,"59,161","85,996",46.9%,(X),(X),2013.0,1-Lubbock,Sexual Abuse,589.0
2711,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2022.0,7-Austin,Abandonment,5.0
2712,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2022.0,7-Austin,Emotional Abuse,91.0
2713,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2022.0,7-Austin,Medical Neglect,170.0
2714,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2022.0,7-Austin,Neglectful Supervision,2270.0
2715,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2022.0,7-Austin,Physical Abuse,641.0
2716,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2022.0,7-Austin,Physical Neglect,317.0
2717,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2022.0,7-Austin,Refusal To Accept Parental Responsibility,29.0
2718,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2022.0,7-Austin,Sex Trafficking,11.0
2719,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2022.0,7-Austin,Sexual Abuse,688.0
2720,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2021.0,7-Austin,Abandonment,7.0
2721,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2021.0,7-Austin,Emotional Abuse,115.0
2722,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2021.0,7-Austin,Medical Neglect,162.0
2723,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2021.0,7-Austin,Neglectful Supervision,2774.0
2724,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2021.0,7-Austin,Physical Abuse,688.0
2725,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2021.0,7-Austin,Physical Neglect,264.0
2726,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2021.0,7-Austin,Refusal To Accept Parental Responsibility,30.0
2727,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2021.0,7-Austin,Sex Trafficking,11.0
2728,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2021.0,7-Austin,Sexual Abuse,719.0
2729,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2020.0,7-Austin,Abandonment,12.0
2730,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2020.0,7-Austin,Emotional Abuse,80.0
2731,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2020.0,7-Austin,Medical Neglect,141.0
2732,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2020.0,7-Austin,Neglectful Supervision,2690.0
2733,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2020.0,7-Austin,Physical Abuse,698.0
2734,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2020.0,7-Austin,Physical Neglect,298.0
2735,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2020.0,7-Austin,Refusal To Accept Parental Responsibility,31.0
2736,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2020.0,7-Austin,Sex Trafficking,7.0
2737,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2020.0,7-Austin,Sexual Abuse,568.0
2738,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2019.0,7-Austin,Abandonment,4.0
2739,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2019.0,7-Austin,Emotional Abuse,75.0
2740,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2019.0,7-Austin,Medical Neglect,141.0
2741,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2019.0,7-Austin,Neglectful Supervision,2501.0
2742,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2019.0,7-Austin,Physical Abuse,778.0
2743,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2019.0,7-Austin,Physical Neglect,353.0
2744,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2019.0,7-Austin,Refusal To Accept Parental Responsibility,29.0
2745,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2019.0,7-Austin,Sex Trafficking,12.0
2746,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2019.0,7-Austin,Sexual Abuse,692.0
2747,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2018.0,7-Austin,Abandonment,5.0
2748,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2018.0,7-Austin,Emotional Abuse,88.0
2749,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2018.0,7-Austin,Medical Neglect,213.0
2750,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2018.0,7-Austin,Neglectful Supervision,2715.0
2751,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2018.0,7-Austin,Physical Abuse,801.0
2752,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2018.0,7-Austin,Physical Neglect,486.0
2753,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2018.0,7-Austin,Refusal To Accept Parental Responsibility,22.0
2754,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2018.0,7-Austin,Sex Trafficking,10.0
2755,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2018.0,7-Austin,Sexual Abuse,739.0
2756,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2017.0,7-Austin,Abandonment,11.0
2757,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2017.0,7-Austin,Emotional Abuse,60.0
2758,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2017.0,7-Austin,Medical Neglect,165.0
2759,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2017.0,7-Austin,Neglectful Supervision,2571.0
2760,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2017.0,7-Austin,Physical Abuse,1034.0
2761,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2017.0,7-Austin,Physical Neglect,413.0
2762,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2017.0,7-Austin,Refusal To Accept Parental Responsibility,25.0
2763,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2017.0,7-Austin,Sex Trafficking,3.0
2764,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2017.0,7-Austin,Sexual Abuse,677.0
2765,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2016.0,7-Austin,Abandonment,6.0
2766,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2016.0,7-Austin,Emotional Abuse,76.0
2767,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2016.0,7-Austin,Medical Neglect,186.0
2768,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2016.0,7-Austin,Neglectful Supervision,2285.0
2769,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2016.0,7-Austin,Physical Abuse,966.0
2770,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2016.0,7-Austin,Physical Neglect,473.0
2771,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2016.0,7-Austin,Refusal To Accept Parental Responsibility,31.0
2772,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2016.0,7-Austin,Sex Trafficking,7.0
2773,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2016.0,7-Austin,Sexual Abuse,656.0
2774,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2015.0,7-Austin,Abandonment,4.0
2775,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2015.0,7-Austin,Emotional Abuse,74.0
2776,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2015.0,7-Austin,Medical Neglect,229.0
2777,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2015.0,7-Austin,Neglectful Supervision,2529.0
2778,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2015.0,7-Austin,Physical Abuse,1096.0
2779,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2015.0,7-Austin,Physical Neglect,508.0
2780,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2015.0,7-Austin,Refusal To Accept Parental Responsibility,24.0
2781,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2015.0,7-Austin,Sexual Abuse,711.0
2782,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2014.0,7-Austin,Abandonment,1.0
2783,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2014.0,7-Austin,Emotional Abuse,78.0
2784,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2014.0,7-Austin,Medical Neglect,211.0
2785,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2014.0,7-Austin,Neglectful Supervision,2155.0
2786,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2014.0,7-Austin,Physical Abuse,1016.0
2787,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2014.0,7-Austin,Physical Neglect,544.0
2788,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2014.0,7-Austin,Refusal To Accept Parental Responsibility,16.0
2789,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2014.0,7-Austin,Sexual Abuse,574.0
2790,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2013.0,7-Austin,Abandonment,1.0
2791,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2013.0,7-Austin,Emotional Abuse,63.0
2792,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2013.0,7-Austin,Medical Neglect,219.0
2793,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2013.0,7-Austin,Neglectful Supervision,2059.0
2794,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2013.0,7-Austin,Physical Abuse,962.0
2795,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2013.0,7-Austin,Physical Neglect,466.0
2796,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2013.0,7-Austin,Refusal To Accept Parental Responsibility,26.0
2797,McLennan,"94,725",9.3%,3.2%,5.9%,8.3%,13.0%,17.9%,12.4%,16.8%,6.1%,7.0%,"64,320","85,657",39.1%,(X),(X),2013.0,7-Austin,Sexual Abuse,619.0
2798,Midland,"69,398",8.8%,1.5%,2.6%,8.4%,10.5%,17.2%,14.2%,15.0%,8.1%,13.7%,"76,332","117,030",45.7%,(X),(X),2022.0,9-Midland,Abandonment,1.0
2799,Midland,"69,398",8.8%,1.5%,2.6%,8.4%,10.5%,17.2%,14.2%,15.0%,8.1%,13.7%,"76,332","117,030",45.7%,(X),(X),2022.0,9-Midland,Emotional Abuse,56.0
2800,Midland,"69,398",8.8%,1.5%,2.6%,8.4%,10.5%,17.2%,14.2%,15.0%,8.1%,13.7%,"76,332","117,030",45.7%,(X),(X),2022.0,9-Midland,Medical Neglect,98.0
2801,Midland,"69,398",8.8%,1.5%,2.6%,8.4%,10.5%,17.2%,14.2%,15.0%,8.1%,13.7%,"76,332","117,030",45.7%,(X),(X),2022.0,9-Midland,Neglectful Supervision,1070.0
2802,Midland,"69,398",8.8%,1.5%,2.6%,8.4%,10.5%,17.2%,14.2%,15.0%,8.1%,13.7%,"76,332","117,030",45.7%,(X),(X),2022.0,9-Midland,Physical Abuse,433.0
2803,Midland,"69,398",8.8%,1.5%,2.6%,8.4%,10.5%,17.2%,14.2%,15.0%,8.1%,13.7%,"76,332","117,030",45.7%,(X),(X),2022.0,9-Midland,Physical Neglect,145.0
2804,Midland,"69,398",8.8%,1.5%,2.6%,8.4%,10.5%,17.2%,14.2%,15.0%,8.1%,13.7%,"76,332","117,030",45.7%,(X),(X),2022.0,9-Midland,Refusal To Accept Parental Responsibility,8.0
2805,Midland,"69,398",8.8%,1.5%,2.6%,8.4%,10.5%,17.2%,14.2%,15.0%,8.1%,13.7%,"76,332","117,030",45.7%,(X),(X),2022.0,9-Midland,Sex Trafficking,5.0
2806,Midland,"69,398",8.8%,1.5%,2.6%,8.4%,10.5%,17.2%,14.2%,15.0%,8.1%,13.7%,"76,332","117,030",45.7%,(X),(X),2022.0,9-Midland,Sexual Abuse,382.0
2807,Midland,"69,398",8.8%,1.5%,2.6%,8.4%,10.5%,17.2%,14.2%,15.0%,8.1%,13.7%,"76,332","117,030",45.7%,(X),(X),2021.0,9-Midland,Abandonment,4.0
2808,Midland,"69,398",8.8%,1.5%,2.6%,8.4%,10.5%,17.2%,14.2%,15.0%,8.1%,13.7%,"76,332","117,030",45.7%,(X),(X),2021.0,9-Midland,Emotional Abuse,52.0
2809,Midland,"69,398",8.8%,1.5%,2.6%,8.4%,10.5%,17.2%,14.2%,15.0%,8.1%,13.7%,"76,332","117,030",45.7%,(X),(X),2021.0,9-Midland,Medical Neglect,84.0
2810,Midland,"69,398",8.8%,1.5%,2.6%,8.4%,10.5%,17.2%,14.2%,15.0%,8.1%,13.7%,"76,332","117,030",45.7%,(X),(X),2021.0,9-Midland,Neglectful Supervision,990.0
2811,Midland,"69,398",8.8%,1.5%,2.6%,8.4%,10.5%,17.2%,14.2%,15.0%,8.1%,13.7%,"76,332","117,030",45.7%,(X),(X),2021.0,9-Midland,Physical Abuse,337.0
2812,Midland,"69,398",8.8%,1.5%,2.6%,8.4%,10.5%,17.2%,14.2%,15.0%,8.1%,13.7%,"76,332","117,030",45.7%,(X),(X),2021.0,9-Midland,Physical Neglect,115.0
2813,Midland,"69,398",8.8%,1.5%,2.6%,8.4%,10.5%,17.2%,14.2%,15.0%,8.1%,13.7%,"76,332","117,030",45.7%,(X),(X),2021.0,9-Midland,Refusal To Accept Parental Responsibility,12.0
2814,Midland,"69,398",8.8%,1.5%,2.6%,8.4%,10.5%,17.2%,14.2%,15.0%,8.1%,13.7%,"76,332","117,030",45.7%,(X),(X),2021.0,9-Midland,Sex Trafficking,5.0
2815,Midland,"69,398",8.8%,1.5%,2.6%,8.4%,10.5%,17.2%,14.2%,15.0%,8.1%,13.7%,"76,332","117,030",45.7%,(X),(X),2021.0,9-Midland,Sexual Abuse,328.0
2816,Midland,"69,398",8.8%,1.5%,2.6%,8.4%,10.5%,17.2%,14.2%,15.0%,8.1%,13.7%,"76,332","117,030",45.7%,(X),(X),2020.0,9-Midland,Abandonment,4.0
