Fiscal Year,County,Region,Type of Allegation,Allegation Count
2017,Swisher,1-Lubbock,Physical Neglect,19
2017,Swisher,1-Lubbock,Refusal To Accept Parental Responsibility,1
2017,Swisher,1-Lubbock,Sexual Abuse,29
2017,Terry,1-Lubbock,Emotional Abuse,1
2017,Terry,1-Lubbock,Medical Neglect,5
2017,Terry,1-Lubbock,Neglectful Supervision,115
2017,Terry,1-Lubbock,Physical Abuse,55
2017,Terry,1-Lubbock,Physical Neglect,16
2017,Terry,1-Lubbock,Refusal To Accept Parental Responsibility,3
2017,Terry,1-Lubbock,Sexual Abuse,39
2017,Wheeler,1-Lubbock,Emotional Abuse,2
2017,Wheeler,1-Lubbock,Medical Neglect,2
2017,Wheeler,1-Lubbock,Neglectful Supervision,44
2017,Wheeler,1-Lubbock,Physical Abuse,11
2017,Wheeler,1-Lubbock,Physical Neglect,5
2017,Wheeler,1-Lubbock,Refusal To Accept Parental Responsibility,1
2017,Wheeler,1-Lubbock,Sexual Abuse,9
2017,Yoakum,1-Lubbock,Emotional Abuse,2
2017,Yoakum,1-Lubbock,Medical Neglect,2
2017,Yoakum,1-Lubbock,Neglectful Supervision,38
2017,Yoakum,1-Lubbock,Physical Abuse,22
2017,Yoakum,1-Lubbock,Physical Neglect,8
2017,Yoakum,1-Lubbock,Sexual Abuse,18
2017,Archer,2-Abilene,Medical Neglect,5
2017,Archer,2-Abilene,Neglectful Supervision,76
2017,Archer,2-Abilene,Physical Abuse,31
2017,Archer,2-Abilene,Physical Neglect,6
2017,Archer,2-Abilene,Refusal To Accept Parental Responsibility,1
2017,Archer,2-Abilene,Sexual Abuse,16
2017,Baylor,2-Abilene,Emotional Abuse,1
2017,Baylor,2-Abilene,Medical Neglect,7
2017,Baylor,2-Abilene,Neglectful Supervision,55
2017,Baylor,2-Abilene,Physical Abuse,18
2017,Baylor,2-Abilene,Physical Neglect,9
2017,Baylor,2-Abilene,Sexual Abuse,11
2017,Brown,2-Abilene,Abandonment,1
2017,Brown,2-Abilene,Emotional Abuse,21
2017,Brown,2-Abilene,Medical Neglect,28
2017,Brown,2-Abilene,Neglectful Supervision,425
2017,Brown,2-Abilene,Physical Abuse,164
2017,Brown,2-Abilene,Physical Neglect,111
2017,Brown,2-Abilene,Refusal To Accept Parental Responsibility,3
2017,Brown,2-Abilene,Sex Trafficking,1
2017,Brown,2-Abilene,Sexual Abuse,121
2017,Callahan,2-Abilene,Emotional Abuse,7
2017,Callahan,2-Abilene,Medical Neglect,23
2017,Callahan,2-Abilene,Neglectful Supervision,152
2017,Callahan,2-Abilene,Physical Abuse,66
2017,Callahan,2-Abilene,Physical Neglect,43
2017,Callahan,2-Abilene,Sexual Abuse,31
2017,Clay,2-Abilene,Emotional Abuse,3
2017,Clay,2-Abilene,Medical Neglect,10
2017,Clay,2-Abilene,Neglectful Supervision,92
2017,Clay,2-Abilene,Physical Abuse,25
2017,Clay,2-Abilene,Physical Neglect,17
2017,Clay,2-Abilene,Sex Trafficking,2
2017,Clay,2-Abilene,Sexual Abuse,22
2017,Coleman,2-Abilene,Emotional Abuse,5
2017,Coleman,2-Abilene,Medical Neglect,8
2017,Coleman,2-Abilene,Neglectful Supervision,112
2017,Coleman,2-Abilene,Physical Abuse,33
2017,Coleman,2-Abilene,Physical Neglect,13
2017,Coleman,2-Abilene,Refusal To Accept Parental Responsibility,1
2017,Coleman,2-Abilene,Sexual Abuse,26
2017,Comanche,2-Abilene,Emotional Abuse,3
2017,Comanche,2-Abilene,Medical Neglect,8
2017,Comanche,2-Abilene,Neglectful Supervision,162
2017,Comanche,2-Abilene,Physical Abuse,52
2017,Comanche,2-Abilene,Physical Neglect,48
2017,Comanche,2-Abilene,Refusal To Accept Parental Responsibility,1
2017,Comanche,2-Abilene,Sexual Abuse,60
2017,Cottle,2-Abilene,Emotional Abuse,1
2017,Cottle,2-Abilene,Medical Neglect,2
2017,Cottle,2-Abilene,Neglectful Supervision,10
2017,Cottle,2-Abilene,Physical Neglect,4
2017,Eastland,2-Abilene,Abandonment,1
2017,Eastland,2-Abilene,Emotional Abuse,14
2017,Eastland,2-Abilene,Medical Neglect,19
2017,Eastland,2-Abilene,Neglectful Supervision,216
2017,Eastland,2-Abilene,Physical Abuse,88
2017,Eastland,2-Abilene,Physical Neglect,62
2017,Eastland,2-Abilene,Refusal To Accept Parental Responsibility,3
2017,Eastland,2-Abilene,Sex Trafficking,2
2017,Eastland,2-Abilene,Sexual Abuse,47
2017,Fisher,2-Abilene,Emotional Abuse,1
2017,Fisher,2-Abilene,Medical Neglect,2
2017,Fisher,2-Abilene,Neglectful Supervision,57
2017,Fisher,2-Abilene,Physical Abuse,34
2017,Fisher,2-Abilene,Physical Neglect,4
2017,Fisher,2-Abilene,Sexual Abuse,19
2017,Foard,2-Abilene,Neglectful Supervision,12
2017,Foard,2-Abilene,Physical Abuse,2
2017,Foard,2-Abilene,Sexual Abuse,2
2017,Hardeman,2-Abilene,Emotional Abuse,1
2017,Hardeman,2-Abilene,Medical Neglect,2
2017,Hardeman,2-Abilene,Neglectful Supervision,43
2017,Hardeman,2-Abilene,Physical Abuse,14
2017,Hardeman,2-Abilene,Physical Neglect,5
2017,Hardeman,2-Abilene,Sexual Abuse,16
2017,Haskell,2-Abilene,Abandonment,1
2017,Haskell,2-Abilene,Medical Neglect,5
2017,Haskell,2-Abilene,Neglectful Supervision,52
2017,Haskell,2-Abilene,Physical Abuse,20
2017,Haskell,2-Abilene,Physical Neglect,16
2017,Haskell,2-Abilene,Sexual Abuse,21
2017,Jack,2-Abilene,Abandonment,1
2017,Jack,2-Abilene,Emotional Abuse,4
2017,Jack,2-Abilene,Medical Neglect,6
2017,Jack,2-Abilene,Neglectful Supervision,106
2017,Jack,2-Abilene,Physical Abuse,38
2017,Jack,2-Abilene,Physical Neglect,5
2017,Jack,2-Abilene,Sexual Abuse,14
2017,Jones,2-Abilene,Emotional Abuse,3
2017,Jones,2-Abilene,Medical Neglect,7
2017,Jones,2-Abilene,Neglectful Supervision,211
2017,Jones,2-Abilene,Physical Abuse,76
2017,Jones,2-Abilene,Physical Neglect,50
2017,Jones,2-Abilene,Sexual Abuse,68
2017,Kent,2-Abilene,Neglectful Supervision,2
2017,Kent,2-Abilene,Physical Abuse,1
2017,Knox,2-Abilene,Neglectful Supervision,28
2017,Knox,2-Abilene,Physical Abuse,16
2017,Knox,2-Abilene,Physical Neglect,6
2017,Knox,2-Abilene,Refusal To Accept Parental Responsibility,1
2017,Knox,2-Abilene,Sexual Abuse,10
2017,Mitchell,2-Abilene,Emotional Abuse,2
2017,Mitchell,2-Abilene,Medical Neglect,4
2017,Mitchell,2-Abilene,Neglectful Supervision,115
2017,Mitchell,2-Abilene,Physical Abuse,48
2017,Mitchell,2-Abilene,Physical Neglect,39
2017,Mitchell,2-Abilene,Sexual Abuse,31
2017,Montague,2-Abilene,Emotional Abuse,13
2017,Montague,2-Abilene,Medical Neglect,18
2017,Montague,2-Abilene,Neglectful Supervision,274
2017,Montague,2-Abilene,Physical Abuse,89
2017,Montague,2-Abilene,Physical Neglect,61
2017,Montague,2-Abilene,Refusal To Accept Parental Responsibility,1
2017,Montague,2-Abilene,Sexual Abuse,69
2017,Nolan,2-Abilene,Emotional Abuse,7
2017,Nolan,2-Abilene,Medical Neglect,16
2017,Nolan,2-Abilene,Neglectful Supervision,315
2017,Nolan,2-Abilene,Physical Abuse,123
2017,Nolan,2-Abilene,Physical Neglect,73
2017,Nolan,2-Abilene,Refusal To Accept Parental Responsibility,2
2017,Nolan,2-Abilene,Sexual Abuse,50
2017,Runnels,2-Abilene,Emotional Abuse,3
2017,Runnels,2-Abilene,Medical Neglect,9
2017,Runnels,2-Abilene,Neglectful Supervision,98
2017,Runnels,2-Abilene,Physical Abuse,38
2017,Runnels,2-Abilene,Physical Neglect,21
2017,Runnels,2-Abilene,Refusal To Accept Parental Responsibility,1
2017,Runnels,2-Abilene,Sexual Abuse,31
2017,Scurry,2-Abilene,Emotional Abuse,7
2017,Scurry,2-Abilene,Medical Neglect,18
2017,Scurry,2-Abilene,Neglectful Supervision,173
2017,Scurry,2-Abilene,Physical Abuse,81
2017,Scurry,2-Abilene,Physical Neglect,35
2017,Scurry,2-Abilene,Refusal To Accept Parental Responsibility,3
2017,Scurry,2-Abilene,Sexual Abuse,47
2017,Shackelford,2-Abilene,Abandonment,1
2017,Shackelford,2-Abilene,Emotional Abuse,1
2017,Shackelford,2-Abilene,Medical Neglect,4
2017,Shackelford,2-Abilene,Neglectful Supervision,42
2017,Shackelford,2-Abilene,Physical Abuse,19
2017,Shackelford,2-Abilene,Physical Neglect,13
2017,Shackelford,2-Abilene,Sexual Abuse,5
2017,Stephens,2-Abilene,Emotional Abuse,6
2017,Stephens,2-Abilene,Labor Trafficking,1
2017,Stephens,2-Abilene,Medical Neglect,11
2017,Stephens,2-Abilene,Neglectful Supervision,65
2017,Stephens,2-Abilene,Physical Abuse,28
2017,Stephens,2-Abilene,Physical Neglect,14
2017,Stephens,2-Abilene,Sexual Abuse,36
2017,Stonewall,2-Abilene,Neglectful Supervision,10
2017,Stonewall,2-Abilene,Physical Abuse,2
2017,Stonewall,2-Abilene,Physical Neglect,1
2017,Taylor,2-Abilene,Abandonment,6
2017,Taylor,2-Abilene,Emotional Abuse,76
2017,Taylor,2-Abilene,Medical Neglect,116
2017,Taylor,2-Abilene,Neglectful Supervision,2001
2017,Taylor,2-Abilene,Physical Abuse,885
2017,Taylor,2-Abilene,Physical Neglect,302
2017,Taylor,2-Abilene,Refusal To Accept Parental Responsibility,12
2017,Taylor,2-Abilene,Sexual Abuse,379
2017,Throckmorton,2-Abilene,Medical Neglect,1
2017,Throckmorton,2-Abilene,Neglectful Supervision,10
2017,Throckmorton,2-Abilene,Physical Abuse,5
2017,Throckmorton,2-Abilene,Sexual Abuse,5
2017,Wichita,2-Abilene,Abandonment,2
2017,Wichita,2-Abilene,Emotional Abuse,63
2017,Wichita,2-Abilene,Medical Neglect,134
2017,Wichita,2-Abilene,Neglectful Supervision,1634
2017,Wichita,2-Abilene,Physical Abuse,600
2017,Wichita,2-Abilene,Physical Neglect,364
2017,Wichita,2-Abilene,Refusal To Accept Parental Responsibility,11
2017,Wichita,2-Abilene,Sexual Abuse,359
2017,Wilbarger,2-Abilene,Abandonment,1
2017,Wilbarger,2-Abilene,Emotional Abuse,7
2017,Wilbarger,2-Abilene,Medical Neglect,10
2017,Wilbarger,2-Abilene,Neglectful Supervision,148
2017,Wilbarger,2-Abilene,Physical Abuse,52
2017,Wilbarger,2-Abilene,Physical Neglect,44
2017,Wilbarger,2-Abilene,Sexual Abuse,42
2017,Young,2-Abilene,Emotional Abuse,8
2017,Young,2-Abilene,Medical Neglect,15
2017,Young,2-Abilene,Neglectful Supervision,230
2017,Young,2-Abilene,Physical Abuse,78
2017,Young,2-Abilene,Physical Neglect,66
2017,Young,2-Abilene,Refusal To Accept Parental Responsibility,1
2017,Young,2-Abilene,Sex Trafficking,1
2017,Young,2-Abilene,Sexual Abuse,61
2017,Collin,3-Arlington,Abandonment,10
2017,Collin,3-Arlington,Emotional Abuse,147
2017,Collin,3-Arlington,Medical Neglect,248
2017,Collin,3-Arlington,Neglectful Supervision,2836
2017,Collin,3-Arlington,Physical Abuse,1350
2017,Collin,3-Arlington,Physical Neglect,400
2017,Collin,3-Arlington,Refusal To Accept Parental Responsibility,17
2017,Collin,3-Arlington,Sex Trafficking,10
2017,Collin,3-Arlington,Sexual Abuse,970
2017,Cooke,3-Arlington,Emotional Abuse,10
2017,Cooke,3-Arlington,Medical Neglect,38
2017,Cooke,3-Arlington,Neglectful Supervision,545
2017,Cooke,3-Arlington,Physical Abuse,166
2017,Cooke,3-Arlington,Physical Neglect,120
2017,Cooke,3-Arlington,Refusal To Accept Parental Responsibility,2
2017,Cooke,3-Arlington,Sex Trafficking,1
2017,Cooke,3-Arlington,Sexual Abuse,116
2017,Dallas,3-Arlington,Abandonment,78
2017,Dallas,3-Arlington,Emotional Abuse,549
2017,Dallas,3-Arlington,Labor Trafficking,6
2017,Dallas,3-Arlington,Medical Neglect,1275
2017,Dallas,3-Arlington,Neglectful Supervision,16900
2017,Dallas,3-Arlington,Physical Abuse,7870
2017,Dallas,3-Arlington,Physical Neglect,2666
2017,Dallas,3-Arlington,Refusal To Accept Parental Responsibility,193
2017,Dallas,3-Arlington,Sex Trafficking,60
2017,Dallas,3-Arlington,Sexual Abuse,5094
2017,Denton,3-Arlington,Abandonment,7
2017,Denton,3-Arlington,Emotional Abuse,156
2017,Denton,3-Arlington,Medical Neglect,256
2017,Denton,3-Arlington,Neglectful Supervision,3215
2017,Denton,3-Arlington,Physical Abuse,1418
2017,Denton,3-Arlington,Physical Neglect,399
2017,Denton,3-Arlington,Refusal To Accept Parental Responsibility,20
2017,Denton,3-Arlington,Sex Trafficking,7
2017,Denton,3-Arlington,Sexual Abuse,874
2017,Ellis,3-Arlington,Emotional Abuse,66
2017,Ellis,3-Arlington,Labor Trafficking,3
2017,Ellis,3-Arlington,Medical Neglect,71
2017,Ellis,3-Arlington,Neglectful Supervision,998
2017,Ellis,3-Arlington,Physical Abuse,454
2017,Ellis,3-Arlington,Physical Neglect,179
2017,Ellis,3-Arlington,Refusal To Accept Parental Responsibility,14
2017,Ellis,3-Arlington,Sex Trafficking,2
2017,Ellis,3-Arlington,Sexual Abuse,381
2017,Erath,3-Arlington,Abandonment,1
2017,Erath,3-Arlington,Emotional Abuse,18
2017,Erath,3-Arlington,Medical Neglect,29
2017,Erath,3-Arlington,Neglectful Supervision,312
2017,Erath,3-Arlington,Physical Abuse,121
2017,Erath,3-Arlington,Physical Neglect,84
2017,Erath,3-Arlington,Refusal To Accept Parental Responsibility,1
2017,Erath,3-Arlington,Sexual Abuse,79
2017,Fannin,3-Arlington,Emotional Abuse,6
2017,Fannin,3-Arlington,Medical Neglect,15
2017,Fannin,3-Arlington,Neglectful Supervision,278
2017,Fannin,3-Arlington,Physical Abuse,85
2017,Fannin,3-Arlington,Physical Neglect,47
2017,Fannin,3-Arlington,Refusal To Accept Parental Responsibility,2
2017,Fannin,3-Arlington,Sex Trafficking,1
2017,Fannin,3-Arlington,Sexual Abuse,95
2017,Grayson,3-Arlington,Abandonment,4
2017,Grayson,3-Arlington,Emotional Abuse,31
2017,Grayson,3-Arlington,Medical Neglect,112
2017,Grayson,3-Arlington,Neglectful Supervision,1228
2017,Grayson,3-Arlington,Physical Abuse,414
2017,Grayson,3-Arlington,Physical Neglect,256
2017,Grayson,3-Arlington,Refusal To Accept Parental Responsibility,12
2017,Grayson,3-Arlington,Sex Trafficking,6
2017,Grayson,3-Arlington,Sexual Abuse,356
2017,Hood,3-Arlington,Abandonment,1
2017,Hood,3-Arlington,Emotional Abuse,18
2017,Hood,3-Arlington,Medical Neglect,43
2017,Hood,3-Arlington,Neglectful Supervision,633
2017,Hood,3-Arlington,Physical Abuse,203
2017,Hood,3-Arlington,Physical Neglect,101
2017,Hood,3-Arlington,Refusal To Accept Parental Responsibility,1
2017,Hood,3-Arlington,Sexual Abuse,158
2017,Hunt,3-Arlington,Emotional Abuse,22
2017,Hunt,3-Arlington,Medical Neglect,49
2017,Hunt,3-Arlington,Neglectful Supervision,849
2017,Hunt,3-Arlington,Physical Abuse,281
2017,Hunt,3-Arlington,Physical Neglect,200
2017,Hunt,3-Arlington,Refusal To Accept Parental Responsibility,9
2017,Hunt,3-Arlington,Sex Trafficking,1
2017,Hunt,3-Arlington,Sexual Abuse,249
2017,Johnson,3-Arlington,Abandonment,11
2017,Johnson,3-Arlington,Emotional Abuse,45
2017,Johnson,3-Arlington,Medical Neglect,112
2017,Johnson,3-Arlington,Neglectful Supervision,1475
2017,Johnson,3-Arlington,Physical Abuse,533
2017,Johnson,3-Arlington,Physical Neglect,330
2017,Johnson,3-Arlington,Refusal To Accept Parental Responsibility,15
2017,Johnson,3-Arlington,Sex Trafficking,3
2017,Johnson,3-Arlington,Sexual Abuse,405
2017,Kaufman,3-Arlington,Emotional Abuse,23
2017,Kaufman,3-Arlington,Medical Neglect,62
2017,Kaufman,3-Arlington,Neglectful Supervision,777
2017,Kaufman,3-Arlington,Physical Abuse,322
2017,Kaufman,3-Arlington,Physical Neglect,181
2017,Kaufman,3-Arlington,Refusal To Accept Parental Responsibility,5
2017,Kaufman,3-Arlington,Sex Trafficking,4
2017,Kaufman,3-Arlington,Sexual Abuse,244
2017,Navarro,3-Arlington,Emotional Abuse,9
2017,Navarro,3-Arlington,Medical Neglect,29
2017,Navarro,3-Arlington,Neglectful Supervision,349
2017,Navarro,3-Arlington,Physical Abuse,158
2017,Navarro,3-Arlington,Physical Neglect,79
2017,Navarro,3-Arlington,Refusal To Accept Parental Responsibility,3
2017,Navarro,3-Arlington,Sex Trafficking,1
2017,Navarro,3-Arlington,Sexual Abuse,116
2017,Palo Pinto,3-Arlington,Abandonment,1
2017,Palo Pinto,3-Arlington,Emotional Abuse,11
2017,Palo Pinto,3-Arlington,Medical Neglect,23
2017,Palo Pinto,3-Arlington,Neglectful Supervision,513
2017,Palo Pinto,3-Arlington,Physical Abuse,176
2017,Palo Pinto,3-Arlington,Physical Neglect,111
2017,Palo Pinto,3-Arlington,Refusal To Accept Parental Responsibility,2
2017,Palo Pinto,3-Arlington,Sexual Abuse,112
2017,Parker,3-Arlington,Abandonment,2
2017,Parker,3-Arlington,Emotional Abuse,28
2017,Parker,3-Arlington,Medical Neglect,77
2017,Parker,3-Arlington,Neglectful Supervision,967
2017,Parker,3-Arlington,Physical Abuse,343
2017,Parker,3-Arlington,Physical Neglect,174
2017,Parker,3-Arlington,Refusal To Accept Parental Responsibility,2
2017,Parker,3-Arlington,Sex Trafficking,3
2017,Parker,3-Arlington,Sexual Abuse,301
2017,Rockwall,3-Arlington,Emotional Abuse,17
2017,Rockwall,3-Arlington,Medical Neglect,23
2017,Rockwall,3-Arlington,Neglectful Supervision,348
2017,Rockwall,3-Arlington,Physical Abuse,161
2017,Rockwall,3-Arlington,Physical Neglect,50
2017,Rockwall,3-Arlington,Refusal To Accept Parental Responsibility,3
2017,Rockwall,3-Arlington,Sex Trafficking,2
2017,Rockwall,3-Arlington,Sexual Abuse,120
2017,Somervell,3-Arlington,Emotional Abuse,1
2017,Somervell,3-Arlington,Medical Neglect,1
2017,Somervell,3-Arlington,Neglectful Supervision,62
2017,Somervell,3-Arlington,Physical Abuse,41
2017,Somervell,3-Arlington,Physical Neglect,5
2017,Somervell,3-Arlington,Sexual Abuse,25
2017,Tarrant,3-Arlington,Abandonment,47
2017,Tarrant,3-Arlington,Emotional Abuse,508
2017,Tarrant,3-Arlington,Labor Trafficking,3
2017,Tarrant,3-Arlington,Medical Neglect,1141
2017,Tarrant,3-Arlington,Neglectful Supervision,15640
2017,Tarrant,3-Arlington,Physical Abuse,6787
2017,Tarrant,3-Arlington,Physical Neglect,2067
2017,Tarrant,3-Arlington,Refusal To Accept Parental Responsibility,144
2017,Tarrant,3-Arlington,Sex Trafficking,32
2017,Tarrant,3-Arlington,Sexual Abuse,3678
2017,Wise,3-Arlington,Emotional Abuse,19
2017,Wise,3-Arlington,Medical Neglect,34
2017,Wise,3-Arlington,Neglectful Supervision,612
2017,Wise,3-Arlington,Physical Abuse,163
2017,Wise,3-Arlington,Physical Neglect,93
2017,Wise,3-Arlington,Refusal To Accept Parental Responsibility,5
2017,Wise,3-Arlington,Sexual Abuse,164
2017,Anderson,4-Tyler,Abandonment,5
2017,Anderson,4-Tyler,Emotional Abuse,12
2017,Anderson,4-Tyler,Medical Neglect,39
2017,Anderson,4-Tyler,Neglectful Supervision,439
2017,Anderson,4-Tyler,Physical Abuse,187
2017,Anderson,4-Tyler,Physical Neglect,102
2017,Anderson,4-Tyler,Refusal To Accept Parental Responsibility,3
2017,Anderson,4-Tyler,Sex Trafficking,1
2017,Anderson,4-Tyler,Sexual Abuse,123
2017,Bowie,4-Tyler,Abandonment,4
2017,Bowie,4-Tyler,Emotional Abuse,33
2017,Bowie,4-Tyler,Medical Neglect,68
2017,Bowie,4-Tyler,Neglectful Supervision,813
2017,Bowie,4-Tyler,Physical Abuse,359
2017,Bowie,4-Tyler,Physical Neglect,205
2017,Bowie,4-Tyler,Refusal To Accept Parental Responsibility,4
2017,Bowie,4-Tyler,Sex Trafficking,3
2017,Bowie,4-Tyler,Sexual Abuse,185
2017,Camp,4-Tyler,Abandonment,2
2017,Camp,4-Tyler,Emotional Abuse,2
2017,Camp,4-Tyler,Medical Neglect,5
2017,Camp,4-Tyler,Neglectful Supervision,107
2017,Camp,4-Tyler,Physical Abuse,30
2017,Camp,4-Tyler,Physical Neglect,27
2017,Camp,4-Tyler,Sexual Abuse,16
2017,Cass,4-Tyler,Emotional Abuse,10
2017,Cass,4-Tyler,Medical Neglect,20
2017,Cass,4-Tyler,Neglectful Supervision,259
2017,Cass,4-Tyler,Physical Abuse,113
2017,Cass,4-Tyler,Physical Neglect,61
2017,Cass,4-Tyler,Sex Trafficking,1
2017,Cass,4-Tyler,Sexual Abuse,61
2017,Cherokee,4-Tyler,Abandonment,1
2017,Cherokee,4-Tyler,Emotional Abuse,12
2017,Cherokee,4-Tyler,Medical Neglect,52
2017,Cherokee,4-Tyler,Neglectful Supervision,539
2017,Cherokee,4-Tyler,Physical Abuse,216
2017,Cherokee,4-Tyler,Physical Neglect,114
2017,Cherokee,4-Tyler,Refusal To Accept Parental Responsibility,8
2017,Cherokee,4-Tyler,Sexual Abuse,131
2017,Delta,4-Tyler,Emotional Abuse,2
2017,Delta,4-Tyler,Medical Neglect,3
2017,Delta,4-Tyler,Neglectful Supervision,57
2017,Delta,4-Tyler,Physical Abuse,20
2017,Delta,4-Tyler,Physical Neglect,15
2017,Delta,4-Tyler,Sexual Abuse,8
2017,Franklin,4-Tyler,Emotional Abuse,1
2017,Franklin,4-Tyler,Medical Neglect,2
2017,Franklin,4-Tyler,Neglectful Supervision,85
2017,Franklin,4-Tyler,Physical Abuse,42
2017,Franklin,4-Tyler,Physical Neglect,12
2017,Franklin,4-Tyler,Refusal To Accept Parental Responsibility,1
2017,Franklin,4-Tyler,Sexual Abuse,27
2017,Gregg,4-Tyler,Abandonment,8
2017,Gregg,4-Tyler,Emotional Abuse,26
2017,Gregg,4-Tyler,Medical Neglect,81
2017,Gregg,4-Tyler,Neglectful Supervision,1158
2017,Gregg,4-Tyler,Physical Abuse,518
2017,Gregg,4-Tyler,Physical Neglect,215
2017,Gregg,4-Tyler,Refusal To Accept Parental Responsibility,16
2017,Gregg,4-Tyler,Sex Trafficking,2
2017,Gregg,4-Tyler,Sexual Abuse,225
2017,Harrison,4-Tyler,Abandonment,6
2017,Harrison,4-Tyler,Emotional Abuse,17
2017,Harrison,4-Tyler,Medical Neglect,44
2017,Harrison,4-Tyler,Neglectful Supervision,566
2017,Harrison,4-Tyler,Physical Abuse,209
2017,Harrison,4-Tyler,Physical Neglect,144
2017,Harrison,4-Tyler,Refusal To Accept Parental Responsibility,1
2017,Harrison,4-Tyler,Sex Trafficking,5
2017,Harrison,4-Tyler,Sexual Abuse,142
2017,Henderson,4-Tyler,Abandonment,4
2017,Henderson,4-Tyler,Emotional Abuse,32
2017,Henderson,4-Tyler,Medical Neglect,78
2017,Henderson,4-Tyler,Neglectful Supervision,905
2017,Henderson,4-Tyler,Physical Abuse,347
2017,Henderson,4-Tyler,Physical Neglect,232
2017,Henderson,4-Tyler,Refusal To Accept Parental Responsibility,1
2017,Henderson,4-Tyler,Sexual Abuse,214
2017,Hopkins,4-Tyler,Emotional Abuse,20
2017,Hopkins,4-Tyler,Medical Neglect,32
2017,Hopkins,4-Tyler,Neglectful Supervision,330
2017,Hopkins,4-Tyler,Physical Abuse,144
2017,Hopkins,4-Tyler,Physical Neglect,61
2017,Hopkins,4-Tyler,Refusal To Accept Parental Responsibility,3
2017,Hopkins,4-Tyler,Sexual Abuse,94
2017,Lamar,4-Tyler,Abandonment,3
2017,Lamar,4-Tyler,Emotional Abuse,11
2017,Lamar,4-Tyler,Medical Neglect,39
2017,Lamar,4-Tyler,Neglectful Supervision,561
2017,Lamar,4-Tyler,Physical Abuse,180
2017,Lamar,4-Tyler,Physical Neglect,123
2017,Lamar,4-Tyler,Refusal To Accept Parental Responsibility,7
2017,Lamar,4-Tyler,Sex Trafficking,1
2017,Lamar,4-Tyler,Sexual Abuse,139
2017,Marion,4-Tyler,Abandonment,4
2017,Marion,4-Tyler,Emotional Abuse,4
2017,Marion,4-Tyler,Medical Neglect,8
2017,Marion,4-Tyler,Neglectful Supervision,133
2017,Marion,4-Tyler,Physical Abuse,67
2017,Marion,4-Tyler,Physical Neglect,42
2017,Marion,4-Tyler,Refusal To Accept Parental Responsibility,1
2017,Marion,4-Tyler,Sexual Abuse,28
2017,Morris,4-Tyler,Emotional Abuse,4
2017,Morris,4-Tyler,Medical Neglect,5
2017,Morris,4-Tyler,Neglectful Supervision,126
2017,Morris,4-Tyler,Physical Abuse,39
2017,Morris,4-Tyler,Physical Neglect,24
2017,Morris,4-Tyler,Refusal To Accept Parental Responsibility,2
2017,Morris,4-Tyler,Sexual Abuse,22
2017,Panola,4-Tyler,Emotional Abuse,3
2017,Panola,4-Tyler,Medical Neglect,8
2017,Panola,4-Tyler,Neglectful Supervision,229
2017,Panola,4-Tyler,Physical Abuse,79
2017,Panola,4-Tyler,Physical Neglect,48
2017,Panola,4-Tyler,Refusal To Accept Parental Responsibility,3
2017,Panola,4-Tyler,Sex Trafficking,1
2017,Panola,4-Tyler,Sexual Abuse,59
2017,Rains,4-Tyler,Emotional Abuse,10
2017,Rains,4-Tyler,Medical Neglect,9
